,Seq1,Vec,SOX9_g1,SOX9_g2,SOX9_g3,SOX9_g4,SOX9_g5,SOX9_g6,PROM1_g1,PROM1_g2,PROM1_g3,PROM1_g4,PROM1_g5,PROM1_g6,KRT20_g1,KRT20_g2,KRT20_g3,KRT20_g4,KRT20_g5,KRT20_g6,LRIG1_g1,LRIG1_g2,LRIG1_g3,LRIG1_g4,LRIG1_g5,LRIG1_g6,CTRL0001_g1,CTRL0002_g2,CTRL0003_g3,CTRL0004_g4,CTRL0005_g5,CTRL0006_g6,CTRL0007_g7,CTRL0008_g8,CTRL0009_g9,CTRL0010_g10,ROSA26_g1,ROSA26_g2,ROSA26_g3,ROSA26_g4,ROSA26_g5,ROSA26_g6,ROSA26_g7,ROSA26_g8,ROSA26_g9,ROSA26_g10,CCR5_g1,CCR5_g2,CCR5_g3,CCR5_g4,CCR5_g5,CCR5_g6,CCR5_g7,CCR5_g8,CCR5_g9,CCR5_g10,AAVS1_g1,AAVS1_g2,AAVS1_g3,AAVS1_g4,AAVS1_g5,AAVS1_g6,AAVS1_g7,AAVS1_g8,AAVS1_g9,AAVS1_g10,EGFP_g1,EGFP_g2,EGFP_g3,EGFP_g4,EGFP_g5,EGFP_g6,mKate2_g1,mKate2_g2,mKate2_g3,mKate2_g4,mKate2_g5,mKate2_g6
20210204_MNSC502_SS8614_S2_R1_001_F2,4667,152962,954,674,533,526,999,2264,1919,3093,1966,3196,1776,1260,1665,2371,1781,887,3017,1319,2359,1214,1530,2510,3914,1353,1869,1737,5345,915,1993,3564,2209,2037,1963,3220,3276,2473,3085,2154,1811,2533,1968,1700,734,1770,1363,2129,1420,974,1473,1425,1225,1757,1129,1781,2100,1917,1467,932,1450,775,1130,2124,721,1101,2297,3023,1757,1442,2402,2940,1240,1495,1463,682,1060,2114
20210204_MNSC502_SS8614_S2_R1_001_F3,134,79571,176,139,115,117,189,508,380,695,382,734,403,294,375,497,367,166,611,324,477,244,313,584,915,291,434,366,1109,185,518,868,472,416,460,743,622,457,713,460,332,604,505,346,204,376,270,470,281,226,256,375,202,352,263,499,434,408,339,203,345,214,273,465,128,225,440,683,359,338,448,655,240,254,308,132,231,403
20210204_MNSC502_SS8614_S2_R1_001_F4,102457,102457,346,269,228,183,401,962,783,1333,755,1329,685,546,760,1027,607,359,1323,528,1026,502,569,1049,1705,563,735,705,1998,448,865,1592,962,902,829,1348,1305,980,1327,860,724,1088,814,745,328,803,530,883,534,388,510,662,463,662,481,825,828,732,633,399,574,285,425,961,322,419,945,1205,742,645,847,1212,503,564,603,213,505,868
20210204_MNSC502_SS8614_S2_R1_001_F5,131333,131333,1678,1305,798,741,1444,1891,1659,2439,1706,2704,1477,1156,1528,2138,1845,873,2667,1363,2068,1402,1285,2641,3587,1211,1460,1484,4616,822,1532,3158,1609,1666,1462,2625,2996,2326,2425,1958,1482,2668,2563,1412,676,1943,1147,2094,979,952,1330,1678,1011,1601,1082,1414,2292,1667,1378,816,1564,598,1298,2463,620,857,2163,2606,1207,1415,2173,2697,951,1070,990,410,873,1530
20210204_MNSC502_SS8614_S2_R1_001_F6,91788,91788,2102,1707,985,946,2063,2096,985,1496,962,1606,768,635,888,1356,1072,551,1553,802,1152,628,752,1220,1902,600,866,826,2870,459,909,1646,1026,972,944,1448,1683,1461,1315,1035,848,1642,1343,811,377,1168,732,1375,667,492,786,970,642,997,565,857,1239,1145,919,491,922,362,736,1409,414,552,1199,1533,803,834,1346,1601,2193,2365,2158,933,1661,2644
20210204_MNSC502_SS8614_S2_R1_001_F7,136334,136334,2518,2190,817,1277,2763,2351,1443,2341,1218,2208,1036,936,1029,1589,1227,703,2222,1074,1670,840,1077,1796,2608,807,1384,1311,4529,817,1539,2447,1698,1538,1612,2461,2330,2017,1809,1457,1156,2200,1713,1412,490,1622,932,1901,1059,768,1068,1117,953,1319,871,1302,1607,1613,1208,693,1266,488,986,1796,530,800,1878,2391,1070,1248,2104,2516,4483,4238,4482,1860,2607,5117
20210204_MNSC502_SS8614_S2_R1_001_F8,130545,130545,2512,1876,1033,1378,3083,3804,1226,2096,1059,1855,853,837,1087,1792,1413,624,2170,998,1562,746,984,1672,2389,724,1181,1190,3897,666,1327,2206,1428,1265,1331,2179,1921,1796,1486,1337,1042,1921,1474,1128,510,1615,827,1682,851,570,1114,961,834,1217,767,1052,1346,1474,905,585,1099,384,847,1457,415,707,1675,2100,1196,1004,1838,2214,3495,3626,3728,1530,2513,4956
20210204_MNSC502_SS8614_S2_R1_001_unknown,16273,43331,539,387,246,266,552,751,507,765,489,823,413,308,423,631,476,269,736,363,602,339,365,683,1036,315,482,475,1495,245,531,901,539,540,508,818,803,776,766,559,424,787,591,423,182,531,359,624,330,259,349,425,282,531,290,476,550,511,407,225,424,192,358,653,172,264,601,806,459,348,675,840,657,716,742,299,478,924
20210204_MNSC503_SS8614_S3_R1_001_F1,2946,401152,9392,8254,6123,5474,10892,12607,4428,7205,4228,7732,4220,2949,911,1476,876,546,1565,898,5712,3127,3395,5670,9551,3229,3753,3985,11924,1998,4641,8118,5069,4284,4334,6928,7886,5304,7068,5005,4317,6785,6272,3793,1814,4836,3538,5143,3304,2423,3546,4177,2878,4658,2916,4699,5160,4276,4005,2470,3881,1839,2926,6199,1855,2408,336,523,487,298,469,2637,12095,13750,13018,6292,9995,19109
20210204_MNSC503_SS8614_S3_R1_001_F2,18295,464304,5638,3513,2721,2299,4205,7306,5669,8585,5867,9815,5513,3876,6549,9773,7711,3699,11829,5330,7333,3939,4294,8158,11903,4096,4860,4901,16356,2441,5595,10070,6066,5901,5428,8959,10056,7658,9363,6929,5611,8948,7024,5028,2265,5766,4144,6882,3713,3120,4775,5458,3425,5889,3355,5331,7005,6011,4494,2932,5307,2403,3882,7401,2285,3130,9008,11511,6558,5968,10287,10728,2549,3003,3010,1445,2674,4507
20210204_MNSC503_SS8614_S3_R1_001_F3,716,475188,6675,5448,4222,3989,7466,8717,4735,7247,4563,8015,4507,3365,7714,11533,8583,3882,12453,6448,5661,3330,3657,6270,9493,3516,4005,3923,12953,2148,4548,8812,4950,4785,4607,7368,8054,5818,7388,5385,4372,6981,5400,4046,1964,5061,3346,5509,3156,2467,3663,4031,2716,4728,2882,4170,5437,4962,3918,2401,4215,1855,3073,5812,1743,2628,10088,12968,7466,6622,11575,11224,9515,11481,10620,4914,8708,15757
20210204_MNSC503_SS8614_S3_R1_001_F4,421477,421477,7028,6237,4635,4118,7808,9351,4314,6271,4307,7240,3958,2826,6543,10048,7305,3605,10825,5519,5220,2678,3056,5963,8431,3078,3644,3407,11598,2019,4005,7851,4359,4216,3827,6522,7562,5455,6413,4844,3930,6343,5036,3503,1605,4576,2978,4827,2645,2156,3103,3662,2702,4175,2436,3832,5232,4285,3307,2003,3682,1698,2662,5394,1627,2192,8168,10266,6210,5792,9434,9828,7858,9864,9017,4098,7345,13303
20210204_MNSC503_SS8614_S3_R1_001_F5,346148,346148,9015,7901,5601,4901,9718,11655,3851,5875,3874,6566,3735,2630,963,955,791,452,1167,906,4856,2648,2743,5282,7642,2836,3511,3367,10909,1939,3671,6647,4055,3928,3458,5987,7174,5059,5931,4348,3836,6026,5115,3400,1599,4716,2854,4621,2559,2285,3092,3725,2216,4008,2363,3826,4923,3676,3729,2069,3621,1413,2806,5470,1559,2031,305,340,262,313,383,2035,10340,13006,11696,5352,9686,17699
20210204_MNSC503_SS8614_S3_R1_001_F6,496249,496249,5939,3711,2964,2207,4260,7143,5891,8952,6412,10096,6071,4300,7615,11092,9204,4414,13658,6247,7206,4416,4439,8798,12530,4679,5226,5035,16692,2884,5448,10450,6102,5938,5345,9377,10872,8570,9719,7117,5707,9806,7495,5169,2258,7823,4332,7362,3837,3366,4780,5692,3393,6331,3627,5316,7751,6351,5234,3006,5439,2273,4070,8036,2206,3338,10748,13256,7136,7070,12189,12123,2227,2657,2442,1145,2551,3752
20210204_MNSC503_SS8614_S3_R1_001_F7,471528,471528,6913,5575,3888,3890,7606,8112,4485,7474,4603,7802,4115,3175,8066,11843,7992,4041,12719,6161,5415,3157,3183,5913,8963,3429,3815,3706,11473,2187,4124,8638,4994,4640,4544,6953,7782,5445,7095,4934,4159,6555,5640,3864,1764,5411,3154,4757,3143,2519,3211,4055,2674,3989,2616,4479,5002,4577,3562,2302,3664,1729,2708,5491,1896,2317,9403,11955,5334,6402,10407,10260,11065,13690,12468,5385,9342,17537
20210204_MNSC503_SS8614_S3_R1_001_F8,528415,528415,8600,8050,5738,5187,9637,11213,4925,8191,4952,8288,4767,3379,8235,11886,8809,4254,13878,6458,6318,3669,3805,7156,10608,3869,4484,4264,13991,2164,5038,9259,5613,4897,4823,8052,9262,6931,7923,5723,5050,7476,6224,4197,2097,6567,3742,5878,3462,2711,3727,4367,3147,5042,3004,4555,6105,5133,3956,2478,4606,2124,3199,6667,2117,2887,10371,12905,7707,6423,11175,11804,10646,12742,11413,5294,9671,17818
20210204_MNSC503_SS8614_S3_R1_001_unknown,59031,137628,2848,2317,1741,1514,2948,3425,1717,2737,1749,2905,1774,1194,2156,3194,2367,1259,3580,1666,2216,1214,1303,2469,3824,1393,1521,1518,5001,809,1645,3142,1911,1703,1675,2667,3162,2697,2835,2076,1670,2828,2241,1433,675,2125,1234,2084,1185,1013,1320,1586,1008,1797,1092,1715,2237,1843,1449,890,1561,700,1312,2447,725,888,2791,3466,1879,1841,2944,3229,3131,3850,3476,1568,2835,5199
20210204_MNSC504_SS8614_S4_R1_001_F1,1067,116490,2371,1961,1656,1303,2637,2899,1380,1896,1343,2358,1296,873,712,972,896,354,1069,550,1650,970,1062,1899,2742,1021,1225,1163,3657,665,1353,2459,1437,1426,1190,2125,2302,1829,2136,1684,1383,2074,1923,1199,561,1558,1100,1592,870,739,1054,1411,842,1546,892,1382,1763,1318,1259,677,1447,543,921,1943,558,707,664,835,469,596,728,1472,2303,2774,2645,1293,2098,3858
20210204_MNSC504_SS8614_S4_R1_001_F2,5550,155891,2004,1392,1191,953,1567,2652,2053,3104,2070,3459,1955,1310,1905,2699,2086,880,3028,1535,2461,1488,1684,2774,4283,1505,1788,1787,5689,997,1821,3640,2223,2049,1886,3130,3644,2792,3211,2591,1971,3263,2607,1788,798,2141,1550,2452,1323,1131,1754,1979,1259,2123,1271,1923,2549,2059,1682,1037,1945,818,1373,2690,783,1170,2348,2945,1678,1512,2488,3003,765,837,898,401,909,1354
20210204_MNSC504_SS8614_S4_R1_001_F3,209,121349,1541,1201,952,995,1764,2295,1451,2012,1401,2259,1235,888,1387,2009,1532,691,2248,1101,1641,857,1057,1926,2785,966,1208,1131,3825,650,1296,2426,1513,1395,1256,2176,2481,1661,2166,1612,1344,1888,1521,1213,503,1510,973,1614,835,714,1197,1191,849,1403,830,1256,1680,1515,1100,653,1222,553,916,1602,482,708,1831,2301,1296,1155,1980,2305,2486,3145,2826,1290,2297,4225
20210204_MNSC504_SS8614_S4_R1_001_F4,128292,128292,2216,1853,1233,1359,2554,2469,1310,1993,1225,2183,1232,892,1315,2149,1724,745,2340,1213,1484,894,946,1853,2720,877,1089,1191,3644,607,1228,2243,1400,1414,1254,2100,2301,1793,1984,1577,1292,1964,1463,1161,489,1509,970,1560,889,739,1108,1108,787,1353,707,1166,1471,1308,1069,615,1219,566,902,1569,511,756,1608,2221,1283,1160,1895,2296,3383,4496,3819,1767,3274,5707
20210204_MNSC504_SS8614_S4_R1_001_F5,132879,132879,2814,2474,1871,1561,2992,3690,1629,2378,1640,2599,1484,1109,708,1042,807,376,1095,654,1984,1070,1234,2353,3321,1076,1410,1325,4096,737,1399,2999,1703,1613,1474,2568,2658,1954,2510,1800,1496,2389,2220,1291,558,1762,1144,1920,1048,898,1262,1531,998,1416,972,1473,1951,1530,1378,885,1394,687,1141,2324,692,819,659,724,441,478,745,1776,2860,3541,3256,1483,2338,4698
20210204_MNSC504_SS8614_S4_R1_001_F6,178945,178945,2354,1510,1267,890,1670,3127,2440,3490,2479,3956,2289,1725,2181,2825,2374,1155,3767,1697,2861,1571,1786,3414,4789,1719,1998,1977,6576,1102,2147,4227,2438,2381,2259,3607,4584,3115,3764,2840,2286,3914,2926,2073,906,3051,1691,2759,1492,1306,1849,2158,1419,2365,1444,2151,3023,2419,1914,1232,2152,904,1671,3180,929,1322,2879,3442,1865,1828,2958,3725,819,885,799,362,754,1343
20210204_MNSC504_SS8614_S4_R1_001_F7,155240,155240,2128,1728,1306,1264,2349,3034,1718,2435,1758,2896,1564,1238,1728,2628,1882,931,3009,1422,1920,1132,1318,2418,3288,1257,1444,1520,4765,833,1740,2939,1724,1671,1596,2647,3204,2150,2623,2007,1746,2737,2080,1504,713,2179,1219,2027,1246,951,1270,1564,1010,1651,960,1499,2087,1736,1339,796,1467,720,1165,2149,667,837,2377,2612,1330,1531,2467,2926,3484,4370,4067,1843,3116,5909
20210204_MNSC504_SS8614_S4_R1_001_F8,127269,127269,2217,1749,1288,1242,2360,2370,1223,1732,1169,2003,1140,806,1310,6515,1511,730,2169,1055,1420,757,914,1584,2430,939,1069,968,3239,569,1165,2108,1326,1110,1246,1821,2134,1557,1978,1404,1161,1723,1364,1001,459,1685,921,1309,798,669,964,990,733,1203,788,1091,1463,1195,994,511,1089,478,828,1496,445,662,1530,2074,1209,1149,1811,2122,3268,4213,3970,1683,3099,5603
20210204_MNSC504_SS8614_S4_R1_001_unknown,20600,43218,877,709,515,462,831,1017,614,857,641,994,605,432,561,946,621,302,862,420,728,413,463,908,1251,421,556,539,1782,301,577,1047,667,619,594,912,1090,981,982,733,589,971,724,540,231,726,407,709,423,365,540,512,344,625,342,600,775,671,507,304,596,289,459,811,240,319,657,825,495,392,723,945,897,1088,1080,436,830,1530
20210204_MNSC505_SS8614_S5_R1_001_F1,797,126784,1080,847,771,653,1205,2078,1195,1879,1380,2202,1311,898,3196,4376,3682,1626,5503,2288,1651,939,875,1724,2451,966,1143,1060,3625,550,1278,2566,1342,1202,1124,2111,2269,1727,2025,1426,1301,2168,1782,1094,435,1336,916,1573,881,696,1103,1328,703,1325,855,1236,1672,1398,1101,614,1164,574,944,1915,535,640,1421,1625,886,982,1415,1808,2617,3149,3085,1275,2406,4454
20210204_MNSC505_SS8614_S5_R1_001_F2,4938,120277,2297,2077,1302,1344,2388,3548,1408,2145,1467,2447,1411,973,1111,1481,1381,651,1955,883,1811,999,990,2002,3033,1154,1325,1294,4070,721,1391,2589,1515,1449,1282,2005,2778,2016,2238,1714,1464,2536,2425,1251,537,1385,1133,1900,977,869,1164,1447,844,1581,852,1396,1807,1546,1329,823,1386,558,1120,2152,598,723,1805,2231,1283,1283,1868,2350,917,1057,1011,418,873,1514
20210204_MNSC505_SS8614_S5_R1_001_F3,167,109953,700,460,408,416,659,1464,1148,1764,1139,2048,1177,865,2612,3623,3089,1479,4683,2137,1308,731,844,1552,2381,724,957,1139,3228,560,1094,1907,1232,1120,1061,1910,2081,1577,1836,1379,1187,1734,1321,1033,421,1209,848,1294,827,594,875,846,762,1182,657,987,1341,1269,919,526,969,477,764,1370,447,591,1421,1914,1088,938,1669,2006,2372,2632,2529,1153,2050,3721
20210204_MNSC505_SS8614_S5_R1_001_F4,102262,102262,575,372,259,369,503,1223,979,1508,976,1707,1029,581,2806,4024,3431,1679,5216,2332,1227,669,732,1304,2056,678,899,779,2822,456,918,1623,1022,1012,881,1549,1930,1276,1606,1161,917,1449,1088,845,338,1056,663,1114,690,469,787,679,596,985,617,824,1248,1064,767,502,877,391,655,1268,428,483,1283,1583,923,796,1380,1576,2599,3037,2913,1279,2466,4200
20210204_MNSC505_SS8614_S5_R1_001_F5,115254,115254,1030,753,700,586,940,1812,1102,1722,1299,2044,1200,828,2766,3747,3130,1447,4552,2384,1419,903,898,1665,2346,912,1056,996,3321,642,1157,2178,1169,1154,1034,1894,2259,1528,1847,1511,1139,1965,1649,1045,449,1354,811,1532,800,630,914,1147,645,1117,686,1229,1451,1212,1091,634,1093,486,861,1699,533,599,1352,1580,746,841,1486,1614,2183,2819,2528,1062,2162,3905
20210204_MNSC505_SS8614_S5_R1_001_F6,134028,134028,2540,2150,1554,1385,2718,3925,1438,2444,1635,2711,1657,1043,1193,1440,1461,690,2059,992,1991,1122,1182,2439,3251,1237,1449,1301,4321,801,1435,2994,1932,1597,1430,2460,2966,2262,2544,1858,1544,2917,2640,1386,649,2068,1249,2129,1137,1003,1274,1711,1027,1662,1084,1565,2240,1826,1666,899,1570,607,1327,2643,732,867,1989,2418,1343,1293,2207,2527,840,1103,940,452,817,1399
20210204_MNSC505_SS8614_S5_R1_001_F7,114957,114957,615,515,406,416,657,1486,1106,1839,1157,1898,1270,733,2965,4075,3451,1668,5311,2307,1384,824,836,1665,2223,889,1142,1008,3458,608,1084,1996,1292,1172,1077,1926,2170,1600,1987,1447,1118,1917,1247,1011,426,1409,792,1313,827,626,847,828,620,1150,731,946,1380,1259,876,511,1033,488,756,1419,491,545,1491,1804,763,934,1486,2066,2619,3182,2941,1332,2272,4119
20210204_MNSC505_SS8614_S5_R1_001_F8,133869,133869,661,520,400,409,645,1661,1236,1979,1229,2155,1295,827,3845,5396,4603,2196,7148,2998,1457,869,823,1781,2402,836,1206,1089,3594,577,1157,2141,1381,1220,1163,2114,2448,1691,1975,1478,1189,1830,1236,1177,512,1676,870,1436,839,648,973,948,716,1419,666,1103,1471,1342,927,652,1023,525,824,1606,480,782,1607,1919,1188,980,1755,2003,3576,4287,3805,1709,2948,5655
20210204_MNSC505_SS8614_S5_R1_001_unknown,15716,36308,439,347,272,225,455,814,434,714,469,806,488,314,1023,1283,1128,541,1703,736,548,307,335,681,921,336,414,404,1290,221,432,809,557,411,460,758,864,712,731,557,472,744,572,418,186,543,358,566,296,267,377,427,261,530,287,466,593,527,413,219,412,177,341,626,195,258,598,683,387,387,625,759,793,961,906,398,751,1339
20210204_MNSC506_SS8614_S6_R1_001_F1,1015,141779,1430,1032,597,644,1647,1721,857,1241,828,1435,861,588,297,289,267,143,495,220,1023,548,630,957,1671,585,761,623,2179,359,774,1518,880,856,761,1235,1620,1130,1279,884,740,1255,1098,689,346,917,597,1086,647,472,649,719,458,784,548,810,1052,930,765,468,802,325,606,1419,304,399,323,380,208,170,295,495,1060,1281,1268,515,989,1717
20210204_MNSC506_SS8614_S6_R1_001_F2,6090,154918,2379,2104,823,1156,2553,2111,1563,2837,1413,2381,1315,1004,1209,1723,1557,761,2520,1081,1850,1032,1331,2153,3170,962,1627,1627,5048,936,1687,2644,1887,1905,1692,2726,2573,2393,2056,1737,1296,2516,1879,1539,591,1476,1109,2113,1164,749,1403,1144,1044,1694,912,1467,1775,1893,1243,758,1432,534,1081,2156,532,951,4224,5978,3119,2549,5109,4695,1255,1464,1448,603,1040,2472
20210204_MNSC506_SS8614_S6_R1_001_F3,148,127546,1640,1308,592,910,1880,2220,1162,1850,1138,2026,1101,863,1245,1677,1235,658,2414,1085,1305,834,942,1453,2239,695,1039,1002,3490,538,1167,2167,1275,1241,1101,1882,2257,1633,1904,1433,1120,1646,1493,1046,463,1276,849,1340,768,627,938,1044,691,1176,663,1106,1498,1304,1005,654,1077,434,832,1882,492,692,2137,2659,1528,1305,2306,2518,1590,2032,1821,692,1431,2680
20210204_MNSC506_SS8614_S6_R1_001_F4,90795,90795,1165,969,406,629,1383,1624,876,1373,754,1488,771,590,968,1252,957,515,1810,830,997,583,609,979,1675,551,727,723,2302,458,727,1557,966,847,809,1340,1648,1236,1402,942,771,1223,1050,756,372,851,612,939,574,441,704,668,612,819,453,751,1197,909,761,445,744,354,628,1445,316,407,1444,1961,1147,1007,1635,1915,1183,1394,1286,562,1054,1905
20210204_MNSC506_SS8614_S6_R1_001_F5,137045,137045,1540,1271,577,829,1742,1926,892,1390,885,1430,859,665,293,367,293,139,542,251,860,576,649,1110,1703,607,788,675,2414,449,784,1655,930,888,788,1287,1692,1198,1447,1034,835,1332,1047,750,326,1012,681,1059,588,466,670,818,513,897,495,784,1161,1023,808,471,776,356,684,1380,371,514,292,461,196,227,390,474,1207,1428,1330,555,1131,1990
20210204_MNSC506_SS8614_S6_R1_001_F6,240376,240376,757,616,279,348,764,1060,626,1113,755,1258,709,460,594,724,612,314,1182,508,789,513,553,985,1378,541,674,613,2128,390,677,1316,766,804,711,1122,1484,1136,1208,831,673,1106,887,606,258,903,421,839,412,382,571,615,363,701,402,551,971,786,598,387,745,293,578,1185,266,418,972,1291,668,608,1186,1235,394,561,517,166,427,706
20210204_MNSC506_SS8614_S6_R1_001_F7,141852,141852,1878,1440,698,1023,2158,2571,1329,1941,1211,2134,1262,829,1351,1794,1351,712,2606,1125,1298,947,1007,1705,2543,936,1193,1109,3818,590,1139,2250,1441,1324,1129,2024,2619,1920,2241,1383,1237,1984,1616,1159,533,1591,942,1356,893,821,1008,1074,713,1271,831,1141,1708,1498,1125,643,1218,542,963,2113,514,759,2307,2936,1267,1428,2587,2840,1777,2268,2075,927,1766,2981
20210204_MNSC506_SS8614_S6_R1_001_F8,116746,116746,1625,1191,571,842,1880,2060,1022,1650,1088,1937,1083,742,1269,1664,1258,685,2222,1070,1174,748,784,1427,2082,775,1049,835,3263,448,1113,2045,1180,1137,1012,1724,2109,1532,1767,1322,994,1652,1378,1027,452,1553,792,1292,638,615,832,894,646,1114,637,992,1385,1241,859,611,956,506,855,1898,345,596,1978,2416,1536,1264,2150,2492,1638,2067,1840,816,1393,2647
20210204_MNSC506_SS8614_S6_R1_001_unknown,19178,41784,619,480,190,298,661,681,368,549,397,634,361,264,340,439,353,182,592,235,448,238,284,466,758,245,365,363,1109,205,367,659,391,408,362,597,748,633,582,488,346,599,451,359,169,444,248,435,277,211,314,306,206,374,212,335,519,475,319,233,317,166,299,646,153,187,605,787,474,401,715,770,458,585,493,254,443,741
