,Seq1,Vec,SOX9_g1,SOX9_g2,SOX9_g3,SOX9_g4,SOX9_g5,SOX9_g6,PROM1_g1,PROM1_g2,PROM1_g3,PROM1_g4,PROM1_g5,PROM1_g6,KRT20_g1,KRT20_g2,KRT20_g3,KRT20_g4,KRT20_g5,KRT20_g6,LRIG1_g1,LRIG1_g2,LRIG1_g3,LRIG1_g4,LRIG1_g5,LRIG1_g6,CTRL0001_g1,CTRL0002_g2,CTRL0003_g3,CTRL0004_g4,CTRL0005_g5,CTRL0006_g6,CTRL0007_g7,CTRL0008_g8,CTRL0009_g9,CTRL0010_g10,ROSA26_g1,ROSA26_g2,ROSA26_g3,ROSA26_g4,ROSA26_g5,ROSA26_g6,ROSA26_g7,ROSA26_g8,ROSA26_g9,ROSA26_g10,CCR5_g1,CCR5_g2,CCR5_g3,CCR5_g4,CCR5_g5,CCR5_g6,CCR5_g7,CCR5_g8,CCR5_g9,CCR5_g10,AAVS1_g1,AAVS1_g2,AAVS1_g3,AAVS1_g4,AAVS1_g5,AAVS1_g6,AAVS1_g7,AAVS1_g8,AAVS1_g9,AAVS1_g10,EGFP_g1,EGFP_g2,EGFP_g3,EGFP_g4,EGFP_g5,EGFP_g6,mKate2_g1,mKate2_g2,mKate2_g3,mKate2_g4,mKate2_g5,mKate2_g6
20210204_MNSC502_SS8614_S2_R1_001_F2,2518,152962,949,666,529,521,991,2245,1906,3073,1952,3158,1761,1245,1653,2359,1764,874,2995,1310,2340,1200,1519,2477,3878,1345,1857,1725,5301,909,1984,3544,2190,2023,1950,3150,3257,2452,3058,2139,1800,2493,1947,1690,725,1750,1353,2119,1410,964,1455,1413,1217,1748,1118,1767,2079,1895,1453,919,1435,765,1119,2105,714,1084,2277,2992,1745,1423,2372,2912,1176,1479,1447,676,997,1974
20210204_MNSC502_SS8614_S2_R1_001_F3,0,79571,176,139,115,117,188,506,378,689,379,727,400,289,373,492,364,165,601,321,474,243,312,582,912,287,432,362,1099,185,516,864,467,411,458,729,621,453,709,459,330,594,502,342,202,373,270,465,281,226,255,371,201,347,261,495,429,403,338,201,344,212,273,458,127,222,436,678,356,335,442,648,232,253,307,131,217,375
20210204_MNSC502_SS8614_S2_R1_001_F4,102457,102457,345,267,221,183,398,954,781,1326,752,1305,684,535,759,1022,603,353,1317,523,1017,496,565,1040,1690,560,727,702,1983,443,858,1580,958,898,827,1323,1299,971,1312,852,720,1069,809,736,323,795,526,879,530,385,503,652,462,657,479,818,820,720,629,397,566,284,422,953,320,413,938,1201,739,640,836,1201,471,562,599,210,484,809
20210204_MNSC502_SS8614_S2_R1_001_F5,131333,131333,1669,1292,788,734,1435,1876,1656,2426,1702,2670,1470,1147,1519,2128,1831,864,2655,1355,2056,1385,1276,2624,3564,1199,1451,1470,4587,817,1522,3138,1606,1657,1457,2565,2981,2311,2410,1949,1466,2643,2554,1397,671,1932,1141,2084,971,945,1312,1666,1010,1592,1075,1406,2275,1660,1370,804,1555,594,1296,2445,614,845,2139,2595,1205,1412,2160,2673,927,1065,989,407,836,1476
20210204_MNSC502_SS8614_S2_R1_001_F6,91788,91788,2093,1696,982,940,2044,2080,978,1485,959,1592,763,625,883,1352,1060,548,1545,794,1145,626,746,1214,1892,597,861,817,2850,455,902,1640,1022,967,942,1419,1668,1456,1310,1033,841,1619,1331,800,374,1158,731,1360,664,487,784,962,642,992,564,852,1232,1140,913,485,919,354,729,1398,412,549,1194,1528,797,827,1340,1591,2128,2355,2147,926,1579,2542
20210204_MNSC502_SS8614_S2_R1_001_F7,136334,136334,2508,2179,809,1273,2737,2336,1437,2336,1214,2184,1033,924,1012,1580,1221,696,2205,1073,1662,834,1072,1787,2598,804,1377,1307,4503,814,1534,2436,1686,1528,1603,2413,2322,2002,1797,1447,1150,2173,1698,1408,489,1609,928,1894,1051,764,1058,1108,951,1317,867,1294,1596,1603,1206,690,1261,481,981,1787,527,788,1869,2379,1063,1239,2087,2496,4311,4222,4466,1848,2491,4901
20210204_MNSC502_SS8614_S2_R1_001_F8,2,130545,2500,1859,1028,1367,3062,3783,1216,2085,1053,1819,849,819,1084,1782,1409,619,2151,992,1547,741,979,1661,2354,723,1174,1186,3867,662,1320,2194,1421,1257,1322,2125,1909,1785,1478,1327,1039,1898,1463,1126,510,1600,823,1674,849,570,1105,954,833,1203,763,1046,1334,1462,903,581,1090,384,844,1451,412,704,1663,2090,1189,1000,1826,2205,3359,3605,3713,1522,2387,4764
20210204_MNSC502_SS8614_S2_R1_001_unknown,2323,36021,520,379,240,259,541,735,492,742,476,779,405,289,414,616,462,262,718,347,583,332,358,665,1007,307,473,466,1452,242,518,881,530,531,485,776,787,700,739,547,415,757,579,415,178,513,352,613,320,257,338,420,276,521,283,465,534,497,397,215,417,188,348,640,164,253,586,794,447,336,656,808,619,691,722,290,423,827
20210204_MNSC503_SS8614_S3_R1_001_F1,5,401152,9347,8192,6085,5454,10809,12527,4399,7164,4215,7633,4192,2924,909,1445,871,539,1551,879,5670,3111,3373,5634,9489,3204,3733,3957,11845,1986,4620,8062,5031,4270,4320,6723,7849,5255,7032,4976,4294,6696,6221,3764,1806,4795,3522,5122,3278,2412,3518,4136,2863,4642,2897,4680,5119,4244,3987,2454,3856,1823,2911,6174,1847,2394,332,516,483,295,467,2603,11614,13675,12957,6267,9473,18264
20210204_MNSC503_SS8614_S3_R1_001_F2,9797,464304,5600,3485,2705,2287,4180,7250,5641,8535,5816,9700,5478,3838,6489,9709,7650,3665,11752,5290,7280,3897,4266,8100,11812,4062,4827,4865,16204,2419,5561,10018,6038,5859,5399,8742,9987,7584,9274,6885,5573,8829,6970,4988,2238,5713,4119,6849,3692,3102,4739,5416,3400,5857,3337,5292,6957,5948,4466,2905,5269,2381,3848,7343,2269,3090,8926,11421,6510,5912,10205,10643,2459,2981,2989,1432,2531,4319
20210204_MNSC503_SS8614_S3_R1_001_F3,0,475188,6633,5408,4198,3966,7419,8651,4702,7206,4525,7921,4473,3327,7666,11461,8524,3842,12396,6398,5620,3302,3629,6227,9435,3499,3989,3893,12856,2128,4524,8759,4911,4739,4569,7221,8000,5777,7327,5351,4358,6883,5349,4023,1959,5020,3318,5477,3144,2444,3632,3997,2704,4701,2861,4143,5395,4915,3890,2384,4195,1840,3046,5770,1722,2602,10015,12889,7421,6569,11511,11146,9179,11419,10566,4888,8235,15093
20210204_MNSC503_SS8614_S3_R1_001_F4,421477,421477,6982,6190,4597,4098,7767,9283,4301,6236,4279,7167,3934,2804,6513,9997,7264,3578,10769,5491,5178,2662,3032,5921,8358,3066,3614,3389,11516,2005,3985,7804,4341,4180,3814,6411,7506,5420,6364,4808,3915,6281,4993,3477,1590,4548,2961,4815,2635,2143,3067,3635,2690,4147,2422,3813,5197,4265,3280,1990,3658,1687,2648,5362,1618,2172,8114,10228,6177,5756,9377,9779,7598,9802,8975,4077,7059,12756
20210204_MNSC503_SS8614_S3_R1_001_F5,346148,346148,8963,7859,5580,4868,9671,11585,3825,5843,3852,6481,3708,2601,955,948,781,438,1152,900,4821,2621,2721,5247,7591,2818,3484,3360,10819,1929,3657,6611,4032,3910,3440,5873,7127,5018,5888,4317,3815,5957,5083,3372,1589,4686,2835,4597,2550,2272,3073,3708,2204,3981,2354,3803,4895,3647,3710,2054,3603,1399,2789,5428,1544,2011,302,330,261,306,371,2014,9974,12932,11634,5330,9274,17076
20210204_MNSC503_SS8614_S3_R1_001_F6,496249,496249,5897,3683,2942,2193,4228,7092,5843,8896,6367,9973,6018,4249,7566,11042,9145,4366,13571,6213,7148,4373,4405,8731,12442,4635,5208,5004,16547,2867,5420,10407,6076,5899,5313,9205,10814,8505,9663,7057,5673,9658,7426,5133,2250,7777,4313,7324,3824,3337,4740,5650,3376,6285,3602,5285,7701,6278,5210,2983,5409,2255,4031,7988,2184,3314,10692,13170,7113,7007,12098,12032,2134,2635,2430,1144,2389,3552
20210204_MNSC503_SS8614_S3_R1_001_F7,471528,471528,6869,5541,3860,3861,7565,8063,4459,7423,4572,7701,4094,3142,8013,11788,7943,3993,12653,6122,5368,3129,3153,5854,8905,3408,3787,3684,11385,2164,4100,8604,4978,4598,4515,6857,7729,5408,7045,4908,4137,6458,5587,3843,1754,5345,3136,4727,3130,2508,3180,4010,2666,3966,2605,4451,4974,4534,3543,2281,3641,1719,2688,5461,1887,2285,9330,11890,5293,6350,10327,10182,10547,13626,12408,5351,8791,16674
20210204_MNSC503_SS8614_S3_R1_001_F8,1,528415,8552,7991,5684,5162,9565,11126,4900,8153,4933,8146,4740,3332,8193,11835,8750,4225,13809,6391,6279,3634,3770,7107,10509,3841,4448,4236,13883,2160,5013,9218,5586,4846,4800,7805,9209,6891,7869,5695,5030,7384,6179,4167,2089,6519,3725,5858,3446,2689,3688,4329,3132,5016,2987,4522,6050,5098,3940,2460,4582,2103,3173,6622,2107,2848,10293,12831,7676,6370,11093,11740,10242,12684,11350,5258,9165,17047
20210204_MNSC503_SS8614_S3_R1_001_unknown,8284,125203,2780,2247,1705,1486,2871,3336,1683,2671,1713,2754,1742,1161,2111,3138,2304,1232,3497,1615,2164,1186,1261,2410,3730,1361,1485,1482,4836,787,1613,3090,1874,1654,1624,2517,3093,2408,2762,2022,1633,2747,2172,1392,651,2071,1216,2035,1167,983,1276,1548,974,1756,1065,1676,2182,1771,1411,870,1521,680,1278,2397,703,861,2704,3370,1804,1772,2846,3121,2883,3721,3376,1532,2579,4761
20210204_MNSC504_SS8614_S4_R1_001_F1,1,116490,2361,1952,1639,1301,2622,2883,1375,1890,1337,2322,1288,867,710,964,890,353,1062,543,1641,968,1056,1887,2722,1016,1219,1157,3635,664,1347,2451,1434,1419,1184,2064,2292,1821,2128,1675,1378,2057,1916,1195,559,1549,1093,1579,865,729,1046,1401,833,1541,883,1374,1747,1302,1252,674,1437,540,914,1927,558,698,658,830,464,592,724,1463,2237,2762,2629,1285,2009,3692
20210204_MNSC504_SS8614_S4_R1_001_F2,3237,155891,1997,1377,1186,951,1554,2629,2042,3089,2056,3424,1943,1299,1881,2686,2060,872,3013,1526,2445,1470,1668,2752,4255,1495,1778,1774,5648,991,1807,3613,2212,2036,1872,3053,3620,2766,3191,2569,1964,3215,2590,1777,794,2119,1538,2440,1312,1119,1733,1959,1250,2105,1258,1912,2528,2044,1671,1022,1935,812,1359,2678,779,1158,2328,2929,1669,1499,2466,2983,734,830,890,395,854,1297
20210204_MNSC504_SS8614_S4_R1_001_F3,0,121349,1533,1191,941,990,1751,2280,1444,2009,1391,2229,1226,880,1376,1998,1517,684,2238,1094,1634,847,1050,1910,2773,953,1199,1130,3798,645,1289,2415,1505,1388,1249,2136,2467,1652,2148,1606,1337,1868,1507,1203,502,1498,972,1609,832,712,1187,1182,843,1398,822,1251,1664,1500,1090,647,1213,549,909,1591,476,697,1815,2282,1290,1147,1967,2292,2392,3128,2809,1286,2201,4074
20210204_MNSC504_SS8614_S4_R1_001_F4,128292,128292,2205,1838,1225,1352,2536,2453,1307,1976,1219,2163,1228,880,1306,2135,1709,739,2318,1207,1477,890,941,1839,2698,873,1080,1186,3623,603,1222,2234,1395,1410,1247,2061,2294,1779,1963,1570,1288,1944,1451,1154,487,1494,967,1552,888,734,1104,1101,786,1342,704,1164,1457,1294,1066,611,1211,561,892,1558,510,746,1597,2215,1275,1145,1886,2287,3270,4475,3797,1756,3126,5499
20210204_MNSC504_SS8614_S4_R1_001_F5,132879,132879,2807,2463,1853,1556,2972,3668,1624,2366,1621,2563,1479,1101,703,1035,803,373,1083,652,1976,1064,1223,2337,3304,1067,1399,1314,4055,730,1387,2985,1694,1597,1466,2530,2638,1942,2493,1786,1492,2352,2201,1285,555,1748,1137,1910,1041,889,1250,1525,994,1406,968,1464,1937,1513,1368,877,1389,682,1130,2313,690,810,656,720,441,470,738,1759,2760,3527,3241,1479,2236,4502
20210204_MNSC504_SS8614_S4_R1_001_F6,178945,178945,2332,1501,1259,886,1660,3100,2431,3469,2465,3915,2275,1705,2168,2817,2361,1146,3744,1689,2834,1558,1780,3390,4755,1704,1983,1966,6525,1092,2143,4200,2420,2362,2250,3550,4551,3093,3729,2827,2276,3850,2909,2055,898,3042,1683,2748,1487,1301,1833,2142,1411,2349,1432,2140,2997,2396,1908,1223,2134,892,1660,3166,927,1310,2861,3426,1858,1815,2932,3699,785,876,790,359,717,1290
20210204_MNSC504_SS8614_S4_R1_001_F7,155240,155240,2115,1718,1295,1255,2339,3014,1711,2419,1739,2860,1557,1223,1719,2609,1879,923,2993,1410,1910,1127,1310,2405,3268,1246,1437,1509,4738,826,1729,2929,1716,1667,1585,2617,3187,2130,2605,2002,1734,2697,2074,1495,710,2166,1214,2015,1245,943,1264,1551,1007,1643,950,1491,2071,1725,1333,796,1453,716,1154,2137,661,833,2357,2601,1323,1518,2441,2916,3355,4344,4038,1834,2975,5634
20210204_MNSC504_SS8614_S4_R1_001_F8,0,127269,2206,1734,1282,1238,2350,2356,1220,1720,1165,1975,1137,789,1299,6484,1504,724,2159,1050,1412,755,906,1577,2406,932,1060,966,3212,563,1158,2096,1322,1103,1237,1774,2123,1551,1966,1395,1154,1708,1358,995,457,1675,913,1304,794,664,955,984,729,1202,780,1084,1458,1190,990,506,1087,477,818,1490,444,654,1516,2063,1202,1139,1801,2111,3156,4198,3957,1679,2952,5378
20210204_MNSC504_SS8614_S4_R1_001_unknown,2920,37823,817,656,478,421,768,940,574,803,604,902,566,397,527,885,577,283,812,391,676,386,429,838,1183,391,523,498,1645,275,552,974,623,567,548,811,1013,831,909,667,538,899,679,502,212,676,371,668,400,340,486,481,327,586,317,561,716,624,478,273,559,258,421,746,222,292,604,767,445,368,663,870,783,1015,1000,398,724,1313
20210204_MNSC505_SS8614_S5_R1_001_F1,0,126784,1075,841,765,649,1201,2066,1189,1876,1367,2176,1306,887,3181,4358,3661,1619,5482,2274,1641,935,872,1717,2439,960,1138,1053,3609,546,1268,2556,1332,1193,1118,2057,2257,1714,2016,1420,1292,2151,1776,1089,432,1326,911,1563,875,690,1093,1322,698,1320,852,1233,1666,1393,1098,610,1158,573,941,1906,530,632,1410,1617,879,973,1407,1796,2505,3135,3067,1269,2294,4296
20210204_MNSC505_SS8614_S5_R1_001_F2,2685,120277,2280,2060,1293,1335,2373,3529,1396,2129,1454,2404,1401,962,1104,1467,1369,644,1940,873,1803,989,982,1984,3016,1145,1317,1282,4037,711,1378,2578,1502,1434,1271,1941,2755,1992,2229,1704,1456,2502,2402,1239,534,1365,1131,1894,974,860,1158,1437,836,1577,836,1386,1786,1533,1323,816,1379,554,1108,2135,598,714,1789,2217,1274,1272,1855,2327,882,1046,1007,416,831,1436
20210204_MNSC505_SS8614_S5_R1_001_F3,1,109953,694,453,404,414,655,1455,1142,1757,1127,2028,1168,858,2596,3603,3067,1460,4658,2125,1302,725,836,1544,2366,724,954,1134,3195,556,1087,1897,1226,1117,1054,1880,2073,1567,1831,1376,1182,1725,1313,1028,419,1198,842,1291,823,591,867,836,760,1179,655,982,1332,1259,914,523,961,473,762,1362,445,587,1403,1902,1082,926,1664,1994,2276,2620,2511,1151,1949,3563
20210204_MNSC505_SS8614_S5_R1_001_F4,102262,102262,569,367,258,366,497,1209,973,1499,971,1683,1022,574,2792,4013,3409,1674,5187,2318,1220,665,722,1299,2048,676,896,775,2802,452,914,1618,1021,1005,873,1523,1914,1268,1595,1160,913,1434,1086,840,335,1049,662,1110,689,466,783,673,594,981,613,818,1235,1059,761,498,870,388,649,1263,428,479,1275,1570,917,789,1371,1568,2495,3024,2900,1273,2366,4058
20210204_MNSC505_SS8614_S5_R1_001_F5,115254,115254,1025,748,692,581,936,1799,1097,1718,1285,2021,1192,821,2751,3728,3114,1441,4531,2370,1410,901,891,1655,2331,907,1046,991,3297,638,1155,2163,1165,1143,1031,1843,2244,1519,1834,1501,1133,1939,1642,1034,447,1336,808,1525,797,622,911,1146,642,1105,682,1224,1441,1206,1090,629,1091,483,856,1687,528,591,1345,1573,744,830,1474,1597,2103,2803,2517,1059,2074,3742
20210204_MNSC505_SS8614_S5_R1_001_F6,134028,134028,2527,2134,1548,1377,2702,3892,1428,2428,1626,2692,1648,1035,1185,1430,1456,688,2042,986,1982,1114,1171,2422,3237,1231,1444,1292,4278,799,1428,2973,1923,1587,1424,2406,2946,2244,2524,1853,1533,2872,2622,1382,646,2058,1246,2115,1134,1000,1267,1698,1022,1645,1078,1550,2226,1816,1658,893,1561,602,1313,2632,727,858,1977,2409,1337,1288,2194,2510,808,1097,936,446,767,1335
20210204_MNSC505_SS8614_S5_R1_001_F7,114957,114957,614,510,404,413,651,1478,1102,1829,1146,1874,1264,724,2954,4065,3433,1657,5287,2295,1376,820,833,1657,2211,877,1129,999,3436,606,1081,1989,1287,1159,1074,1900,2162,1587,1983,1433,1112,1898,1242,1006,422,1396,786,1304,815,623,842,823,619,1143,715,943,1374,1250,869,507,1027,486,750,1413,490,542,1480,1799,760,925,1480,2048,2506,3172,2923,1327,2144,3917
20210204_MNSC505_SS8614_S5_R1_001_F8,0,133869,659,515,399,407,642,1650,1228,1964,1222,2116,1289,815,3824,5368,4588,2189,7123,2986,1453,863,809,1772,2390,831,1197,1082,3566,575,1154,2131,1373,1212,1154,2062,2431,1680,1964,1474,1185,1799,1226,1175,512,1659,867,1432,837,646,966,943,715,1410,664,1094,1459,1334,922,644,1018,521,820,1594,477,772,1600,1909,1184,969,1736,1985,3467,4266,3783,1706,2805,5448
20210204_MNSC505_SS8614_S5_R1_001_unknown,2380,33047,425,337,264,221,445,794,433,698,450,772,475,296,993,1261,1096,527,1663,719,537,303,324,662,898,323,403,397,1256,218,421,795,545,398,447,706,845,626,709,548,462,717,558,410,178,529,349,554,290,263,368,420,255,524,285,456,580,510,407,213,402,170,329,609,193,249,586,667,379,376,611,728,732,925,885,391,673,1252
20210204_MNSC506_SS8614_S6_R1_001_F1,0,141779,1423,1025,596,639,1634,1709,851,1235,823,1418,859,583,291,288,264,142,492,220,1017,542,628,952,1658,585,755,621,2172,356,772,1511,875,853,755,1193,1612,1123,1272,881,737,1241,1093,685,346,911,594,1083,645,469,648,712,457,782,542,809,1044,924,762,467,797,325,605,1413,304,394,322,375,207,166,294,491,1027,1275,1264,512,939,1647
20210204_MNSC506_SS8614_S6_R1_001_F2,3733,154918,2363,2091,818,1151,2535,2100,1556,2822,1404,2354,1308,991,1206,1715,1540,756,2501,1073,1836,1017,1323,2138,3160,958,1618,1617,5013,933,1679,2634,1881,1891,1671,2666,2560,2377,2037,1727,1290,2494,1867,1530,590,1457,1104,2103,1159,748,1391,1136,1038,1690,911,1454,1765,1885,1236,756,1412,533,1073,2143,528,943,4196,5947,3108,2530,5078,4671,1210,1454,1438,601,978,2372
20210204_MNSC506_SS8614_S6_R1_001_F3,0,127546,1627,1296,588,905,1867,2206,1156,1848,1130,2009,1094,847,1239,1672,1230,656,2401,1079,1297,827,934,1446,2227,692,1036,993,3472,534,1159,2153,1269,1231,1095,1849,2243,1623,1891,1423,1115,1626,1482,1036,463,1269,842,1333,762,627,935,1039,689,1172,656,1098,1491,1298,999,649,1070,431,830,1872,488,681,2128,2641,1518,1291,2288,2499,1518,2025,1812,688,1369,2582
20210204_MNSC506_SS8614_S6_R1_001_F4,90795,90795,1160,965,406,626,1369,1610,874,1367,751,1467,764,582,964,1247,954,511,1802,826,991,583,603,974,1658,549,724,719,2278,457,724,1549,964,840,803,1306,1643,1228,1394,933,768,1215,1040,751,366,846,608,934,572,438,701,657,609,816,450,748,1191,902,755,442,740,354,625,1440,314,403,1432,1956,1139,1001,1628,1901,1144,1386,1282,562,1006,1837
20210204_MNSC506_SS8614_S6_R1_001_F5,137045,137045,1527,1266,572,827,1735,1916,891,1387,879,1415,857,659,293,366,290,134,540,249,851,571,646,1105,1694,602,778,671,2398,447,778,1644,925,881,785,1259,1681,1188,1439,1028,832,1313,1038,748,325,1004,679,1053,588,462,666,814,511,891,493,778,1146,1020,804,470,767,352,678,1372,370,508,290,460,195,224,386,471,1154,1421,1321,553,1077,1911
20210204_MNSC506_SS8614_S6_R1_001_F6,240376,240376,756,612,279,345,761,1046,621,1106,752,1246,707,455,588,723,608,311,1175,501,784,511,551,979,1364,538,671,610,2112,388,675,1309,765,797,709,1109,1472,1129,1202,828,672,1092,884,603,257,901,420,836,412,380,569,609,361,697,401,547,964,780,594,381,737,292,574,1179,263,416,965,1280,663,601,1181,1225,376,560,512,166,405,671
20210204_MNSC506_SS8614_S6_R1_001_F7,141852,141852,1868,1436,694,1018,2142,2556,1325,1925,1208,2114,1257,820,1344,1785,1344,709,2598,1120,1292,942,998,1694,2528,931,1190,1103,3797,588,1134,2245,1437,1320,1124,1993,2605,1904,2223,1380,1234,1958,1611,1156,529,1583,939,1351,890,817,1003,1070,712,1258,822,1135,1702,1487,1118,642,1213,536,952,2101,512,748,2297,2923,1262,1419,2570,2828,1725,2260,2066,924,1676,2867
20210204_MNSC506_SS8614_S6_R1_001_F8,1,116746,1616,1188,568,841,1864,2047,1019,1645,1081,1902,1078,735,1265,1658,1253,684,2211,1068,1166,737,779,1418,2066,767,1044,831,3242,446,1107,2037,1174,1129,1003,1690,2101,1521,1749,1312,988,1638,1372,1023,450,1548,788,1286,635,611,824,885,645,1107,636,989,1380,1237,855,598,948,502,852,1885,343,588,1969,2408,1526,1256,2136,2482,1572,2060,1830,814,1320,2527
20210204_MNSC506_SS8614_S6_R1_001_unknown,2771,38229,603,470,185,296,650,658,365,533,392,602,356,252,337,434,347,175,579,231,443,231,277,453,743,240,354,349,1083,198,358,646,384,398,353,567,736,570,569,479,342,579,440,350,163,436,244,427,272,207,303,301,201,366,212,329,511,465,314,226,310,162,295,628,151,182,595,767,460,391,684,751,425,573,479,250,407,685
